Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,administrative data property,administrative property,alternative term,annotation,antisymmetric property,code for,component,composite,concept descriptor property,contains,curator note,defines group,definition,definition editor,definition source,deprecated:definition,derives,editor note,editor preferred term,entity assigned,entity conclusions are about,entity directly observed,entity recruited or selected,entity subject to intervention or exposure,example of usage,executed at,executes,expand assertion to,expand expression to,finest-grained entity available for analysis,first order logic expression,function as,has actor,has actual sample size,has address,has address string,has administrative relation,has age restriction,has allocation concealment method,has allocation concealment method value,has allocation type,has analysis method,has analysis type,has anchor time,has argument,has assessment method,has biospecimen availability,has biospecimen collected,has biospecimen preservation method,has biospecimen tissue source,has biospecimen type,has blinding type,has case definition,has code,has code system name,has code system version,has comparative intent,has completed population number,has concept id,has considered population number,has constraint,has contact for public queries,has context modifier,has context modifier,has control group type,has country,has curation status,has data generated from,has date of first enrollment,has date of last enrollment,has dependent variable,has description,has description date,has design characteristic,has display name,has distribution,has dose,has dose description,has duration,has effective time,has element,has eligibility criterion,has extension,has finding,has first name,has frequency code,has funding number,has funding relation,has gender restriction,has group,has health condition studied,has identifier,has identifier name,has independent variable,has individuals assigned to,has intervention,has intervention assignment scheme,has IRB process,has laboratory agreement,has last name,has lower bound,has lower bound,has matching,has measurement dimension,has member,has name,has non-temporal constraint,has noun phrase,has number lost,has number lost because of death,has number lost because of refusal,has number lost because of rejection,has obsolescence reason,has offset,has operator,has original text,has outcome analysis,has outcome code,has outcome variable,has outcomes occurred before or after study start,has oversight agreement,has part,has participant,has permissible method,has permitted value range,has permitted values,has phase,has planned composition relationship,has planned sample size,has pooled data,has population,has power calculation,has predictor variable,has principal investigator,has priority,has public description,has public title,has recruitment,has recruitment agreement,has recruitment in the future,has recruitment in the past,has recruitment in the present,has recruitment status,has relation between cases and non-cases,has repeat quantity,has root,has route of administration,has sampling method,has scheme,has scientific description,has scientific title,has semantic constraint,has sequence number,has sponsoring relation,has start time,has stop time,has study assessment/intervention agreement,has study characteristic,has study design,has study design characteristic,has study event,has study hypothesis,has study objective,has study performance agreement,has study phenomenon,has study population,has study population number,has study protocol,has study status,has study subject,has subject,has substance administered,has target number,has target subject,has temporal constraint,has time point extractor,has unit,has unit of allocation,has upper bound,has upper bound,has value,has value,has variable,has variable characteristic,has zip,http://data.bioontology.org/metadata/prefixIRI,http://protege.stanford.edu/plugins/owl/protege#defaultLanguage,http://purl.org/net/OCRe/OCRe.owl#has_code,http://purl.org/net/OCRe/statistics.owl#curator,http://purl.org/net/OCRe/statistics.owl#synonym,http://purl.org/net/OCRe/study_protocol.owl#develop_comment,http://www.semanticweb.org/owlapi#nodeID,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#topObjectProperty,immediately_precedes,imported from,in branch,includes situation,instance identifier property,is a division of,is address of,is administrative relation of,is an actor of,is code for,is defined by,is defined by value of,is denotator type,is dependent variable of,is derived from,is design characteristic of,is divided into,is element of,is eligibility criterion of,is funding relation of,is independent variable of,is IRB process of,is laboratory agreement of,is lower bound closed,is member of,is outcome variable of,is oversight agreement of,is permissible method of,is predictor variable of,is principal investigator of,is recruitment agreement of,is related to,is sponsoring relation of,is structurally related to,is studied in trial,is study assessment/intervention agreement of,is study hypothesis of,is study objective of,is study performance agreement of,is study phenomenon of,is subject of,is upper bound closed,OBO foundry unique label,obsolete,occurs in,operationalize,operationalized_by,part of,precedes,procedure,statistics property,study design data property,study population property,term replaced by
http://purl.org/net/OCRe/OCRe.owl#OCRE001000,Study active,,A study status applied to a study that has been approved by the relevant regulatory agency (if applicable) and for which protocol-dictated activities are occurring.,false,,,http://purl.org/net/OCRe/OCRe.owl#OCRE400074,,,,,,,,,,,,,A study status applied to a study that has been approved by the relevant regulatory agency (if applicable) and for which protocol-dictated activities are occurring.,Simona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCRE001000,,,,,,,,Study active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/OCRe.owl#OCRE831288,Study classified by study status,,,false,,,http://purl.org/net/OCRe/OCRe.owl#OCRE400029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCRE831288,,,,,,,,Study classified by study status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/OCRe.owl#OCRE400039,Postal address,,"A postal address is a mailing and home or office address. A sequence of address parts, such as street or post office Box, city, postal code, country, etc.",false,,,http://purl.org/net/OCRe/OCRe.owl#OCRE400040,,,,,,,,,,,,,"A postal address is a mailing and home or office address. A sequence of address parts, such as street or post office Box, city, postal code, country, etc.",Simona,HL7 Data Types Abstract specification. Available at http://healthinfo.med.dal.ca/hl7intro/CDA_R2_NormativeWebEdition/infrastructure/datatypes/datatypes.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCRE400039,,,,,,,,Postal address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/OCRe.owl#OCRE400029,Study,,"A study is a program of data collection and of analysis of the data collected to answer a particular question, to reach conclusions about subject(s) or situation(s).",false,,,http://purl.org/net/OCRe/OCRe.owl#OCRE400032,,,,,,,,,,,,,"A study is a program of data collection and of analysis of the data collected to answer a particular question, to reach conclusions about subject(s) or situation(s).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCRE400029,,,,,,,,Study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/study_design.owl#OCRE100089,Factorial,,"Factorial design is a trial design used to assess the individual contribution of treatments given in combination, as well as any interactive effect they may have... In a trial using a 2x2 factorial design, participants are allocated to one of four possible combinations... This type of study is usually carried out in circumstances where no interaction is likely. 

Example: in a factorial-design study where regimens of interventions A and B are tested, the 4 possible combinations are: A, B, A and B, neither  A nor B (placebo).",false,,,http://purl.org/net/OCRe/study_design.owl#OCRE100003,,,,,,,,,,,,,"Factorial design is a trial design used to assess the individual contribution of treatments given in combination, as well as any interactive effect they may have... In a trial using a 2x2 factorial design, participants are allocated to one of four possible combinations... This type of study is usually carried out in circumstances where no interaction is likely. 

Example: in a factorial-design study where regimens of interventions A and B are tested, the 4 possible combinations are: A, B, A and B, neither  A nor B (placebo).",Simona,Glossary in The Cochrane Collaboration. Available at http://www.cochrane.org/glossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,study_design:OCRE100089,,,,,,,,Factorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/OCRe.owl#OCRE400059,Information entity,,"Information entity is a structure whose purpose is to hold information. The structure itself is not a model of world. For example, a terminology code has properties such as terminology system, the code for a term (e.g.,""heart failure""), but the code is not a representation of thing that the term designate.",false,,,http://purl.org/net/OCRe/OCRe.owl#OCRE400032,,,,,,,,,,,,,"Information entity is a structure whose purpose is to hold information. The structure itself is not a model of world. For example, a terminology code has properties such as terminology system, the code for a term (e.g.,""heart failure""), but the code is not a representation of thing that the term designate.",Samson Tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCRE400059,,,,,,,,Information entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/statistics.owl#OCRE200012,Exact test,,,false,,,http://purl.org/net/OCRe/statistics.owl#OCRE200051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCRE200012,,,,,,,,Exact test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/study_design.owl#OCRE100027,Parallel group study design,,"A parallel group study is an interventional study that compares across at least two allocation groups concurrently, each receiving a regimen of interventions (which can be ""no intervention"").",false,,,http://purl.org/net/OCRe/study_design.owl#OCRE100007,,,,,,,,,,,Simona: to be reviewed.,,"A parallel group study is an interventional study that compares across at least two allocation groups concurrently, each receiving a regimen of interventions (which can be ""no intervention"").",Simona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,study_design:OCRE100027,,,,,,,,Parallel group study design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/study_protocol.owl#OCRE300008,Planned observation specification,,"The description of a planned activity whose immediate and primary intention is to obtain a result by observing, monitoring, measuring or otherwise qualitatively or quantitatively gathering data or information about some aspect of a subject's, study subject's or experimental unit's state and whose immediate and primary intention is NOT the alteration of the state of the subject, study subject or experimental unit.",false,,,http://purl.org/net/OCRe/study_protocol.owl#OCRE300011,,,,,,,,,,,,,"The description of a planned activity whose immediate and primary intention is to obtain a result by observing, monitoring, measuring or otherwise qualitatively or quantitatively gathering data or information about some aspect of a subject's, study subject's or experimental unit's state and whose immediate and primary intention is NOT the alteration of the state of the subject, study subject or experimental unit.",Samson Tu,Adapted from BRIDG 3.1 definition of DefinedObservation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCRE300008,,,,,,,,Planned observation specification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/statistics.owl#OCRE200075,Variance,,The variance is the mean square deviation of the variable around the average value. It reflects the dispersion of the empirical values around its mean. (http://stats.oecd.org/glossary/detail.asp?ID=5160),false,,,http://purl.org/net/OCRe/statistics.owl#OCRE200093,,,,,,,,,,,,,The variance is the mean square deviation of the variable around the average value. It reflects the dispersion of the empirical values around its mean. (http://stats.oecd.org/glossary/detail.asp?ID=5160),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCRE200075,,,,,,,,Variance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/OCRe.owl#OCRE400068,Recruitment terminated,,A recruitment status applied to a study for which recruiting or enrolling participants has halted prematurely and will not resume.,false,,,http://purl.org/net/OCRe/OCRe.owl#OCRE400003,,,,,,,,,,,,,A recruitment status applied to a study for which recruiting or enrolling participants has halted prematurely and will not resume.,Simona,ClinicalTrials.gov Protocol Data Element Definition Overall recruitment status Terminated (only the part pertaining enrollment). Available at http://prsinfo.clinicaltrials.gov/definitions.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCRE400068,,,,,,,,Recruitment terminated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/OCRe.owl#OCRE595405,Agreement to recruit,,,false,,,http://purl.org/net/OCRe/OCRe.owl#OCRE590011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCRE595405,,,,,,,,Agreement to recruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/OCRe.owl#OCRE824000,Study suspended,,A status applied to a study for which protocol-dictated activities have halted prematurely but potentially will resume.,false,,,http://purl.org/net/OCRe/OCRe.owl#OCRE400074,,,,,,,,,,,,,A status applied to a study for which protocol-dictated activities have halted prematurely but potentially will resume.,Simona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCRE824000,,,,,,,,Study suspended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/OCRe.owl#OCRE400002,Domain term,,A term imported from some external standard terminology,false,,,http://purl.org/net/OCRe/OCRe.owl#OCRE400010,,,,,,,,,,,,,A term imported from some external standard terminology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCRE400002,,,,,,,,Domain term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/statistics.owl#OCRE200099,Multivariate I non-ordinal D dichotomous,,A plan for multivariate analysis where some independent variables are non-ordinal and the dependent variable is dichotomous,false,,,http://purl.org/net/OCRe/statistics.owl#OCRE200097,,,,,,,,,,,Simona: needs review; labels and definitions in this subtree are not clear.,,A plan for multivariate analysis where some independent variables are non-ordinal and the dependent variable is dichotomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCRE200099,,,,,,,,Multivariate I non-ordinal D dichotomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/OCRe.owl#OCRE400079,Organization,,"A formalized group of persons or other organizations collected together for a common purpose (such as administrative, legal, political) and the infrastructure to carry out that purpose. ",false,,,http://purl.org/net/OCRe/OCRe.owl#OCRE541581,,,,,,,,,,,,,"A formalized group of persons or other organizations collected together for a common purpose (such as administrative, legal, political) and the infrastructure to carry out that purpose. ",Simona,BRIDG 3.0.3 Available at http://bridgmodel.nci.nih.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCRE400079,,,,,,,,Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/study_design.owl#OCRE100020,Crossover study design,,"A crossover study is an interventional study where the population is a more than a single experimental unit, in which at least two regimens of interventions are given alternatingly. Upon completion of one regimen, experimental units are switched to the other. For example, for a comparison of regimens A and B, the experimental units are randomly allocated to receive them in either the order A, B or the order B, A. 
Regimens are assigned to and data are analyzed within more than one experimental unit at a time.",false,,,http://purl.org/net/OCRe/study_design.owl#OCRE100007,,,,,,,,,,,,,"A crossover study is an interventional study where the population is a more than a single experimental unit, in which at least two regimens of interventions are given alternatingly. Upon completion of one regimen, experimental units are switched to the other. For example, for a comparison of regimens A and B, the experimental units are randomly allocated to receive them in either the order A, B or the order B, A. 
Regimens are assigned to and data are analyzed within more than one experimental unit at a time.",Simona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,study_design:OCRE100020,,,,,,,,Crossover study design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/OCRe.owl#OCRE200107,I dichotomous D quantitative,,A univariate analysis where the independent variable is dichotomous and the dependent variable is quantitative,false,,,http://purl.org/net/OCRe/statistics.owl#OCRE200098,,,,,,,,,,,,,A univariate analysis where the independent variable is dichotomous and the dependent variable is quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCRe:OCRE200107,,,,,,,,I dichotomous D quantitative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/statistics.owl#OCRE200047,Categorical method,,A categorical method is a statistical technique that uses categorical (nominal) data.,false,,,http://purl.org/net/OCRe/statistics.owl#OCRE200061,,,,,,,,,,,,,A categorical method is a statistical technique that uses categorical (nominal) data.,Simona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCRE200047,,,,,,,,Categorical method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/study_design.owl#OCRE900040,Systematic review,,"A systematic review is a meta study (i.e., a study in which observations are acquired from journal articles, abstracts, etc. reporting on other studies).

A systematic review uses systematic and explicit methods to identify, select, and critically appraise relevant research, and to collect and analyse data from the studies that are included in the review. Statistical methods (meta-analysis) may or may not be used to analyse and summarise the results of the included studies.

Meta-analysis is the use of statistical techniques in a systematic review to integrate the summary results of included studies. Sometimes misused as a synonym for systematic reviews, where the review includes a meta-analysis. ",false,,,http://purl.org/net/OCRe/OCRe.owl#OCRE400029,,,,,,,,,,,,,"A systematic review is a meta study (i.e., a study in which observations are acquired from journal articles, abstracts, etc. reporting on other studies).

A systematic review uses systematic and explicit methods to identify, select, and critically appraise relevant research, and to collect and analyse data from the studies that are included in the review. Statistical methods (meta-analysis) may or may not be used to analyse and summarise the results of the included studies.

Meta-analysis is the use of statistical techniques in a systematic review to integrate the summary results of included studies. Sometimes misused as a synonym for systematic reviews, where the review includes a meta-analysis. ",Simona,Glossary in The Cochrane Collaboration. Available at http://www.cochrane.org/glossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,study_design:OCRE900040,,,,,,,,Systematic review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/OCRe.owl#OCRE400057,Duration,,The quantity of time as measured in some unit,false,,,http://purl.org/net/OCRe/OCRe.owl#OCRE400115,,,,,,,,,,,,,The quantity of time as measured in some unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCRE400057,,,,,,,,Duration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/study_design.owl#OCRE100077,Non-random allocation,,"Non-random (or Deterministic) allocation is an allocation scheme that follows a non-random rule (e.g., sequential allocation).",false,,,http://purl.org/net/OCRe/study_design.owl#OCRE100021,,,,,,,,,,,,,"Non-random (or Deterministic) allocation is an allocation scheme that follows a non-random rule (e.g., sequential allocation).",Simona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,study_design:OCRE100077,,,,,,,,Non-random allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/statistics.owl#OCRE200042,Rate,,A rate is a quantity per unit of time.,false,,,http://purl.org/net/OCRe/statistics.owl#OCRE200028,,,,,,,,,,,,,A rate is a quantity per unit of time.,,,,,"(Cambridge Dictionary of Statistics 3nd ed.) A measure of the frequency of some phenomenon of interest given by rate: number of events in specified period / average population during the period.

The (Cambridge Dictionary of Statistics 3nd ed.) definition of rate is our definition of proportion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCRE200042,,,,,,,,Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/study_design.owl#OCRE100037,Single regimen,,"A single regimen of intervention, which includes one or more individual interventions (treatments), is assigned to one allocation group. This means the study has no contemporaneous comparison group.",false,,,http://purl.org/net/OCRe/study_design.owl#OCRE100042,,,,,,,,,,,,,"A single regimen of intervention, which includes one or more individual interventions (treatments), is assigned to one allocation group. This means the study has no contemporaneous comparison group.",Simona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,study_design:OCRE100037,,,,,,,,Single regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/statistics.owl#OCRE200101,Infinite countable,,"In mathematics, a countable set is a set with the same cardinality (number of elements) as some subset of the set of natural numbers.",false,,,http://purl.org/net/OCRe/statistics.owl#OCRE200084,,,,,,,,,,,,,"In mathematics, a countable set is a set with the same cardinality (number of elements) as some subset of the set of natural numbers.",Simona,Wikipedia entry for Countable set. Available at http://en.wikipedia.org/wiki/Countable_set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCRE200101,,,,,,,,Infinite countable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/OCRe/study_design.owl#OCRE100023,Prospective,,A cohort study in which outcomes occurred after the start of the study.,false,,,http://purl.org/net/OCRe/study_design.owl#OCRE100060,,,,,,,,,,,,,A cohort study in which outcomes occurred after the start of the study.,Simona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,study_design:OCRE100023,,,,,,,,Prospective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
